d,0,0.022464934331577167
d,10,0.022464934331577167
d,20,0.022464934331577167
d,30,0.022464934331577167
d,40,0.022464934331577167
d,50,0.022464934331577167
d,60,0.022464934331577167
d,70,0.022464934331577167
d,80,0.022464934331577167
d,90,0.022464934331577167
d,100,0.022464934331577167
d,110,0.022464934331577167
d,120,0.022464934331577167
d,130,0.12231329270199905
d,140,0.24527417815486463
d,150,0.4292298117710131
d,160,0.4292298117710131
d,170,0.39857053950165505
d,180,0.24527417815486463
d,190,0.12231329270199905
d,200,0.044929868663154335
d,210,0.044929868663154335
d,220,0.044929868663154335
d,230,0.044929868663154335
d,240,0.044929868663154335
d,250,0.044929868663154335
d,260,0.044929868663154335
d,270,0.044929868663154335
d,280,0.044929868663154335
d,290,0.022464934331577167
d,300,0.022464934331577167
d,310,0.022464934331577167
d,320,0.022464934331577167
d,330,0.022464934331577167
d,340,0.022464934331577167
d,350,0.18
d,360,0.18
d,370,0.18
d,380,0.18
d,390,0.18
d,400,0.18
